icd10_pcs_5char,approach,nhsn_category,intraperitoneal_proxy,source,rationale
0VS90,0,,0,default_zero_unmatched,unmatched_default_0
0VS94,4,,0,default_zero_unmatched,unmatched_default_0
0VS97,7,,0,default_zero_unmatched,unmatched_default_0
0VSB0,0,,0,default_zero_unmatched,unmatched_default_0
0VSS0,0,,0,default_zero_unmatched,unmatched_default_0
0VT00,0,PRST,0,cdc_nhsn_primary,PRST + approach 0 -> 0
0VT04,4,PRST,0,cdc_nhsn_primary,PRST + approach 4 -> 0
0VT08,8,,0,default_zero_unmatched,unmatched_default_0
0VT90,0,,0,default_zero_unmatched,unmatched_default_0
0VTB0,0,,0,default_zero_unmatched,unmatched_default_0
0VTG0,0,,0,default_zero_unmatched,unmatched_default_0
0VTK0,0,,0,default_zero_unmatched,unmatched_default_0
0VTS0,0,,0,default_zero_unmatched,unmatched_default_0
0VX50,0,,0,default_zero_unmatched,unmatched_default_0
0W040,0,,0,default_zero_unmatched,unmatched_default_0
0W0G3,3,,0,default_zero_unmatched,unmatched_default_0
0W1F0,0,,0,default_zero_unmatched,unmatched_default_0
0W1F4,4,,0,default_zero_unmatched,unmatched_default_0
0W1FX,X,,0,default_zero_unmatched,unmatched_default_0
0W1G0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0W1G4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0W20X,X,,0,default_zero_unmatched,unmatched_default_0
0W300,0,,0,default_zero_unmatched,unmatched_default_0
0W304,4,,0,default_zero_unmatched,unmatched_default_0
0W30X,X,,0,default_zero_unmatched,unmatched_default_0
0W390,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0W394,4,THOR,0,cdc_nhsn_primary,THOR + approach 4 -> 0
0W3D0,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0W3G0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0W3G4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0W3GX,X,,0,default_zero_unmatched,unmatched_default_0
0W980,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0W984,4,THOR,0,cdc_nhsn_primary,THOR + approach 4 -> 0
0W98X,X,,0,default_zero_unmatched,unmatched_default_0
0W9F0,0,,0,default_zero_unmatched,unmatched_default_0
0W9F4,4,,0,default_zero_unmatched,unmatched_default_0
0W9G0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0W9J0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0W9J4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0WB00,0,,0,default_zero_unmatched,unmatched_default_0
0WB0X,X,,0,default_zero_unmatched,unmatched_default_0
0WB40,0,,0,default_zero_unmatched,unmatched_default_0
0WB80,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0WB83,3,,0,default_zero_unmatched,unmatched_default_0
0WB84,4,THOR,0,cdc_nhsn_primary,THOR + approach 4 -> 0
0WB8X,X,,0,default_zero_unmatched,unmatched_default_0
0WBC0,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0WBC4,4,THOR,0,cdc_nhsn_primary,THOR + approach 4 -> 0
0WBF0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0WBF4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0WBF7,7,,0,default_zero_unmatched,unmatched_default_0
0WBFX,X,,0,default_zero_unmatched,unmatched_default_0
0WBG0,0,,0,default_zero_unmatched,unmatched_default_0
0WBG4,4,,0,default_zero_unmatched,unmatched_default_0
0WBJ0,0,,0,default_zero_unmatched,unmatched_default_0
0WBJ4,4,,0,default_zero_unmatched,unmatched_default_0
0WBN0,0,,0,default_zero_unmatched,unmatched_default_0
0WBN3,3,,0,default_zero_unmatched,unmatched_default_0
0WBN4,4,,0,default_zero_unmatched,unmatched_default_0
0WD0X,X,,0,default_zero_unmatched,unmatched_default_0
0WD80,0,,0,default_zero_unmatched,unmatched_default_0
0WDCX,X,,0,default_zero_unmatched,unmatched_default_0
0WDFX,X,,0,default_zero_unmatched,unmatched_default_0
0WDG4,4,,0,default_zero_unmatched,unmatched_default_0
0WH80,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0WJ00,0,,0,default_zero_unmatched,unmatched_default_0
0WJ07,7,,0,default_zero_unmatched,unmatched_default_0
0WJ80,0,,0,default_zero_unmatched,unmatched_default_0
0WJ84,4,,0,default_zero_unmatched,unmatched_default_0
0WJC4,4,THOR,0,cdc_nhsn_primary,THOR + approach 4 -> 0
0WJC7,7,,0,default_zero_unmatched,unmatched_default_0
0WJD0,0,,0,default_zero_unmatched,unmatched_default_0
0WJF0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0WJF4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0WJG0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0WJG4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0WJG7,7,,0,default_zero_unmatched,unmatched_default_0
0WJJX,X,,0,default_zero_unmatched,unmatched_default_0
0WJN0,0,,0,default_zero_unmatched,unmatched_default_0
0WJN4,4,,0,default_zero_unmatched,unmatched_default_0
0WJN8,8,,0,default_zero_unmatched,unmatched_default_0
0WL84,4,,0,default_zero_unmatched,unmatched_default_0
0WNF0,0,,0,default_zero_unmatched,unmatched_default_0
0WP80,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0WP8X,X,,0,default_zero_unmatched,unmatched_default_0
0WQ00,0,,0,default_zero_unmatched,unmatched_default_0
0WQ0X,X,,0,default_zero_unmatched,unmatched_default_0
0WQ80,0,THOR,0,cdc_nhsn_primary,THOR + approach 0 -> 0
0WQF0,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0WQF4,4,HER,0,cdc_nhsn_primary,HER + approach 4 -> 0
0WQFX,X,,0,default_zero_unmatched,unmatched_default_0
0WQJ0,0,,0,default_zero_unmatched,unmatched_default_0
0WQN0,0,,0,default_zero_unmatched,unmatched_default_0
0WQN4,4,,0,default_zero_unmatched,unmatched_default_0
0WR00,0,,0,default_zero_unmatched,unmatched_default_0
0WRFX,X,,0,default_zero_unmatched,unmatched_default_0
0WSN4,4,,0,default_zero_unmatched,unmatched_default_0
0WT00,0,,0,default_zero_unmatched,unmatched_default_0
0WT80,0,,0,default_zero_unmatched,unmatched_default_0
0WT84,4,,0,default_zero_unmatched,unmatched_default_0
0WTC0,0,,0,default_zero_unmatched,unmatched_default_0
0WTC4,4,,0,default_zero_unmatched,unmatched_default_0
0WTF0,0,,0,default_zero_unmatched,unmatched_default_0
0WTF4,4,,0,default_zero_unmatched,unmatched_default_0
0WTG0,0,,0,default_zero_unmatched,unmatched_default_0
0WTG4,4,,0,default_zero_unmatched,unmatched_default_0
0WTJ0,0,,0,default_zero_unmatched,unmatched_default_0
0WTJ4,4,,0,default_zero_unmatched,unmatched_default_0
0WTJX,X,,0,default_zero_unmatched,unmatched_default_0
0WTN0,0,,0,default_zero_unmatched,unmatched_default_0
0WTN4,4,,0,default_zero_unmatched,unmatched_default_0
0WU80,0,,0,default_zero_unmatched,unmatched_default_0
0WU84,4,,0,default_zero_unmatched,unmatched_default_0
0WU8X,X,,0,default_zero_unmatched,unmatched_default_0
0WUF0,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0WUF4,4,HER,0,cdc_nhsn_primary,HER + approach 4 -> 0
0WYG0,0,,0,default_zero_unmatched,unmatched_default_0
0X620,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X680,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X690,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X6L0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X6M0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X6N0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X6S0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X6T0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0X8LX,X,,0,default_zero_unmatched,unmatched_default_0
0XB30,0,,0,default_zero_unmatched,unmatched_default_0
0XB80,0,,0,default_zero_unmatched,unmatched_default_0
0XB84,4,,0,default_zero_unmatched,unmatched_default_0
0XB90,0,,0,default_zero_unmatched,unmatched_default_0
0XBM0,0,,0,default_zero_unmatched,unmatched_default_0
0XBN0,0,,0,default_zero_unmatched,unmatched_default_0
0XC60,0,,0,default_zero_unmatched,unmatched_default_0
0XC6X,X,,0,default_zero_unmatched,unmatched_default_0
0XH80,0,,0,default_zero_unmatched,unmatched_default_0
0XH84,4,,0,default_zero_unmatched,unmatched_default_0
0XH90,0,,0,default_zero_unmatched,unmatched_default_0
0XH94,4,,0,default_zero_unmatched,unmatched_default_0
0XNN0,0,,0,default_zero_unmatched,unmatched_default_0
0XP60,0,,0,default_zero_unmatched,unmatched_default_0
0XP6X,X,,0,default_zero_unmatched,unmatched_default_0
0XP7X,X,,0,default_zero_unmatched,unmatched_default_0
0XQ20,0,,0,default_zero_unmatched,unmatched_default_0
0XQ30,0,,0,default_zero_unmatched,unmatched_default_0
0XQ80,0,,0,default_zero_unmatched,unmatched_default_0
0XQ84,4,,0,default_zero_unmatched,unmatched_default_0
0XQ90,0,,0,default_zero_unmatched,unmatched_default_0
0XQ94,4,,0,default_zero_unmatched,unmatched_default_0
0XQN0,0,,0,default_zero_unmatched,unmatched_default_0
0XR80,0,,0,default_zero_unmatched,unmatched_default_0
0XR90,0,,0,default_zero_unmatched,unmatched_default_0
0XSN0,0,,0,default_zero_unmatched,unmatched_default_0
0XTN0,0,,0,default_zero_unmatched,unmatched_default_0
0XW80,0,,0,default_zero_unmatched,unmatched_default_0
0XXN0,0,,0,default_zero_unmatched,unmatched_default_0
0Y150,0,,0,default_zero_unmatched,unmatched_default_0
0Y620,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y630,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6C0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6CX,X,,0,default_zero_unmatched,unmatched_default_0
0Y6D0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6H0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6J0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6M0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6N0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6P0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6Q0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6R0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6S0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6U0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6X0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0Y6Y0,0,AMP,0,cdc_nhsn_primary,AMP + approach 0 -> 0
0YB50,0,,0,default_zero_unmatched,unmatched_default_0
0YB54,4,,0,default_zero_unmatched,unmatched_default_0
0YB60,0,,0,default_zero_unmatched,unmatched_default_0
0YBC0,0,,0,default_zero_unmatched,unmatched_default_0
0YBD0,0,,0,default_zero_unmatched,unmatched_default_0
0YD53,3,,0,default_zero_unmatched,unmatched_default_0
0YH50,0,,0,default_zero_unmatched,unmatched_default_0
0YJ20,0,,0,default_zero_unmatched,unmatched_default_0
0YQ50,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0YQ54,4,HER,0,cdc_nhsn_primary,HER + approach 4 -> 0
0YQ5X,X,,0,default_zero_unmatched,unmatched_default_0
0YQ60,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0YQ64,4,HER,0,cdc_nhsn_primary,HER + approach 4 -> 0
0YQA0,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0YQA4,4,HER,0,cdc_nhsn_primary,HER + approach 4 -> 0
0YQDX,X,,0,default_zero_unmatched,unmatched_default_0
0YR5X,X,,0,default_zero_unmatched,unmatched_default_0
0YT50,0,,0,default_zero_unmatched,unmatched_default_0
0YU50,0,HER,0,cdc_nhsn_primary,HER + approach 0 -> 0
0YX50,0,,0,default_zero_unmatched,unmatched_default_0
