source_dataset,version,doi,repository,access_type,redistributed_in_dryad,reason_not_redistributed
INSPIRE,1.3,10.13026/46m4-f655,PhysioNet,Credentialed PhysioNet access with Data Use Agreement,No,INSPIRE source data and row-level derived datasets require authorized PhysioNet access and are not redistributed by the authors
